"id_plot","C_stock","BS","pH","CN","P","Decomp","Biomass","Cover","Veg_div","GLI","LAI","P_germ","Seed_biom","Arth_div","Herbivory","Predation","Fit_spider","Spider_diet","Bird_smi","Breed_succ","Bird_div","Egg_vol","Egg_bact","Egg_IgY"
1,52.2784216666667,19.9722598126744,3.75666666666667,11.0757575757576,0.97,0.0120693211,298.591668820781,49.2,8,13.252395415,29.7415284208996,0.531666666666667,0.253086596706735,8.77960383905585,12.958264604073,0.0125,3.92153846153846,6.92307692307692,104.318860727279,350.38,0.102903284591906,0.0775034083976095,1410.146875,0.57045825
2,52.5348473333333,9.93538723075239,3.89666666666667,10.3739837398374,0,0.0120215749142857,234.149779784544,47.4,6,12.230642635,18.7304926542551,0.183333333333333,0.102645891857781,3.7835489903586,2.38,0.06875,3.4525,5.95,126.546091655177,568.82,0.131104676373627,-0.00880208904092582,3389.055,0.6335667
3,48.4419796666667,13.5444734654082,3.89,11.4716981132075,0.0933333333333333,0.0111976717166667,299.010883728092,97,6,11.8058080705,21.0191008365228,0.296666666666667,0.211407182335554,1.31963139367964,1.16,0,3.3665,7.11764705882353,66.0652042645481,227.16,0.25,0.0370015295951813,26008.065,0.6095
4,50.5643716666667,11.761082255599,3.83333333333333,12.0218579234973,0.203333333333333,0.01030941805,277.178697917341,37.6,5,7.12278145575,24.7066895277829,0.24,0.26989247311828,2.72343994483959,4.35582553139424,0.0375,3.33333333333333,12,65.3166216745332,357.77,0.209986841649146,0.168493245252156,6647.22833333333,0.547333333333333
5,71.8111943333333,12.6017395781399,3.71,11.4577777777778,0.18,0.00982187141111111,289.984609139183,50.7333333333333,6,9.5867712685,25.6321364870729,0.146666666666667,0.309872922776149,10.6545415541801,6.53359483782747,0.0375,3.628,5.6,112.179963473755,289.82,0.111111111111111,-0.181752147307642,4791.82166666667,0.601333
6,55.14004,18.3507049567709,3.88333333333333,13.1866666666667,0.186666666666667,0.01099207215,326.711646473369,16.1333333333333,6,6.50078668875,24.2850549934518,0.19,NA,3.83122937774163,8.03665405296495,0.025,3.20952380952381,6.95238095238095,50.4573053752541,128.61,0.142857142857143,NA,NA,NA
7,75.8865733333333,19.4911290700559,3.79,12.3614457831325,0.266666666666667,0.01202064385,245.662817395071,57.75,8,17.523013695,30.83502650261,0.433333333333333,0.167863203714228,10.4421675499745,10.4042133625985,0.05625,3.3995,5.9,78.4071222421675,354.05,0.132680009607404,-0.00130564323851035,3078.90772727273,0.647091
8,27.5155943333333,10.393408043359,3.98333333333333,10.6515151515152,0,0.011514823725,269.247503561918,44.4,6,14.7278068375,26.8889523021228,0.343333333333333,0.144036704322123,3.29706308478215,3.15002242588514,0.01875,3.1695,10.5263157894737,41.9520191578487,177.17,0.5,-0.478819547126324,2976.19,0.393333
9,50.174203,25.7989270720371,3.81666666666667,11.982683982684,2.24666666666667,0.0109407019375,280.312767023119,89,4,15.11892039725,25.8998287914837,0.293333333333333,0.235305585350736,6.77451951565458,8.69746926507776,0.03125,3.296,4.26315789473684,128.77491789831,582.9,0.0802016690721411,0.119866032258015,5543.01666666667,1.03014833333333
10,65.2785463333333,19.304922406223,3.91333333333333,11.1212121212121,0.0633333333333333,0.0111740447375,234.691632017153,64,6,12.4869071625,22.8521940293446,0.168333333333333,0.139313355824568,3.40676853666963,1.42666666666667,0.0625,3.418,7.9,52.2303327893936,NA,0.34822022531845,0.0799795809025373,7045.455,0.850333
11,57.793353,15.9622336635415,3.77,10.9175627240143,0.153333333333333,0.00965294256666667,237.68036678426,61.2666666666667,10,17.88588406,25.2434372073428,0.523333333333333,0.217992629269992,5.97605354102899,5.80386646234266,0.1,3.4045,8.1,68.6310785965742,306.96,0.0833333333333333,NA,NA,NA
12,94.1515603333333,34.2777480980064,3.70333333333333,13.4666666666667,0.553333333333333,0.009672944475,267.966437988105,24.2,5,14.6289833475,28.1384316404641,0.163333333333333,0.139180375475979,3.3027961828677,4.8113477001661,0.00625,3.377,8.2,113.420157433081,611.54,0.112216827564128,0.0510147766504985,2135.53166666667,0.503888666666667
13,40.2871493333333,17.3041561726406,3.94333333333333,11.8830409356725,0.14,0.00915645273,268.648167629771,63.0666666666667,9,13.95825217,24.2670911889698,0.408333333333333,0.142160260428094,14.7564993865586,7.38139235378093,0.06875,3.3405,6.65,104.143002196271,683.03,0.0935385040257811,-0.170187182258714,2602.04,0.376167
14,51.5388546666667,22.1158111906552,3.79666666666667,12.5729166666667,0.163333333333333,0.01060204069,244.924402929836,66.8333333333333,10,12.374918135,23.939755768852,0.298333333333333,0.199481366940988,3.87030158469618,2.68,0.025,3.224,7.05882352941176,NA,NA,0.333333333333333,NA,NA,NA
15,60.346832,20.4556176647098,3.79,11.6944444444444,0.126666666666667,0.0097058214,348.474365318787,19,6,13.8216323225,27.2700630051493,0.24,0.232321363550038,3.23382494302335,4.75168102685852,0.03125,3.3965,8.25,21.7873426960808,236.41,0.209986841649146,NA,NA,NA
16,48.0420533333333,10.663047743129,3.73,10.1948717948718,0.37,0.0108146428375,401.216881585525,51.2,6,16.06991364625,21.5053418535269,0.391666666666667,0.230791682161642,1.08832237622033,4.25333333333333,0.03125,3.444,7.95,132.273402688898,489.31,0.103119320199587,-0.117900646626468,5273.27166666667,0.871778
17,87.361527,32.8205765049375,3.65666666666667,11.6460905349794,0.503333333333333,0.0127998209875,233.343695353348,74.5,6,13.532562728,23.763312292368,0.225,0.274682306940371,7.86695921904465,7.58276929667669,0,3.547,4.85,75.4753386945125,479.22,0.0692439231711128,0.11259614461902,4861.40166666667,0.358666666666667
18,82.7586833333333,32.3489377076974,3.85333333333333,10.1101449275362,0.236666666666667,0.01321519208,270.199789169727,43,6,13.9190201675,20.8508311561883,0.233333333333333,0.103398119987098,6.9857695212454,12.6533333333333,0.025,3.506,5.9,179.326574793744,388.97,0.12961433773068,0.0446841141834407,4805.36764705882,0.550647058823529
19,47.750175,15.7769787210262,3.87666666666667,10.8198198198198,0.5,0.01176535788,309.023859585918,41.7333333333333,8,16.507970809,26.0273817150985,0.441666666666667,0.225597001028608,8.18355896332498,11.3933333333333,0.025,3.5485,6.65,83.7667978001396,490.62,0.103119320199587,-0.237166380531904,4994.96,0.4958335
20,45.1615693333333,24.4908208354721,3.89,10.9638554216867,1.02333333333333,0.0114724373111111,386.753604225474,84,17,12.1567445275,29.4179107048367,0.361666666666667,0.152530263941258,4.60934070824453,19.8466666666667,0.05625,3.897,4.83333333333333,38.4828478254832,434.67,0.0638214066849198,-0.0143311669852953,3142.835,0.656111333333333
21,44.8129966666667,6.32425136365538,3.86,10.6440677966102,0,0.01126574745,365.02052050037,26.85,12,20.43393366,18.3821576623259,0.141666666666667,0.252226475136167,5.93923409379986,1.82,0.0375,3.7365,4.4,147.661997064891,383.04,0.209986841649146,-0.0579738270399301,1837.675,0.8506665
22,61.0109393333333,13.1153380338764,3.78,11.5268817204301,0,0.0123110902333333,290.659532820423,57.2666666666667,11,11.198620952,17.6815472373824,0.24,0.244827258430188,1.63807704944239,1.84666666666667,0.04375,3.42,4,71.5243732813704,171.83,0.103119320199587,0.064454528619,1551.15666666667,0.5182225
23,33.9902806666667,11.4238758897958,3.93,11.5220125786164,0.0466666666666667,0.0123396601444444,224.898314346747,39.55,11,9.38917059925,31.8727700614176,0.41,0.177102245366558,10.3286493891691,3.66842896511677,0,3.915,5.5,65.6709110466457,463.13,0.174144807743497,-0.492345555817852,2947.39222222222,0.469185222222222
24,56.3094313333333,20.692576940097,3.77333333333333,10.9244444444444,0.05,0.0120348697625,220.784135033478,37.1666666666667,9,8.35795025875,25.7898144883866,0.253333333333333,0.290985283831407,10.8284242215032,6.89652857711628,0,3.7807,6.9,72.4717154910582,43.29,0.117851130197758,-0.0581274546519673,3565.56166666667,0.751666666666667
25,49.6974996666667,21.5123744067343,3.89666666666667,9.61512027491409,0.503333333333333,0.0122593974222222,228.460498185594,66.1333333333333,12,12.705378685,27.8421670976096,0.305,NA,7.31388911175742,8.31625680519088,0.00625,3.4725,6.35,121.097822640427,715.28,0.12961433773068,0.0969199962837964,1548.74944444444,0.731111133333333
26,39.0794963333333,19.5104659699113,3.87333333333333,9.94557823129252,0.116666666666667,0.0117450549857143,321.899708359614,29.25,7,15.853843945,16.3709565324543,0.108333333333333,0.186540875598484,5.87145502548886,1.62,0.01875,3.4347619047619,9.95238095238095,86.6581583758667,58.27,0.159713775274758,0.0221608097881005,5895.26333333333,0.667167
27,76.1190133333333,51.9364393663654,3.95,11.0782608695652,1.75333333333333,0.0142895161125,311.822071489861,98.4,13,15.5886406775,19.7819941980957,0.328333333333333,0.23266457441665,12.3338362725007,10.3605589807227,0.025,3.79347826086957,4.90476190476191,51.5765174638159,477.9,0.0758024493441452,0.198805556160376,3676.47,0.443
28,61.0032146666667,28.5121604639926,3.93,10.6553672316384,0,0.0131253264,294.856054473342,50,8,8.341662625,22.8843061482597,NA,NA,9.98013777364027,13.6963345773996,0.01875,3.721,9.75,134.303162096143,551.77,0.1,-0.0373441069953115,15655.055,0.3437775
29,27.7553353333333,31.1623150471896,4.03,8.84848484848485,1.25,0.0164972516333333,228.927027113653,19.4166666666667,10,12.171074185,22.1437330469682,0.258333333333333,NA,4.37039729872518,9.35276411668084,0.01875,3.5793,7.15,70.4825983802121,485.4,0.114869835499704,0.0799795809025373,1061.5075,0.4403335
30,80.400987,36.1925023106729,3.76666666666667,11.0632183908046,10.1233333333333,0.0115997327,267.055990024378,63,3,15.6590133325,24.9110696566849,0.238333333333333,0.305474095796676,5.72769599061137,10.1173837024584,0.01875,3.73047619047619,10.3333333333333,158.043875201349,934.45,0.0788635366909866,0.013155967343161,3575.874,0.6871334
31,42.1555486666667,30.589558638676,4.04666666666667,10.3513513513514,0.146666666666667,0.0106152465375,304.536795499367,143.866666666667,13,14.06440735075,25.4255700993992,0.381666666666667,0.295019958062844,8.61874666570634,9.92,0.025,3.84010526315789,6.36842105263158,84.3969105298862,571.05,0.0692439231711128,-0.237186675071635,16778.525,0.795667
32,44.3863583333333,11.1659727225909,3.93333333333333,10.5649717514124,0.05,0.0104530744333333,251.522593333471,62.8,6,13.4512060375,28.2436256916584,0.25,0.172119998701044,7.18610198092094,13.8957039811562,0.0125,3.316,8.35,78.8894459632957,205.94,0.142857142857143,-0.36856723555014,6185.895,0.601333
33,30.6413103333333,6.88734484979169,4.10666666666667,11.4814814814815,0,0.0104848049222222,345.26370762361,53.4666666666667,7,10.532431675,27.8015136235629,0.288333333333333,0.205158092069218,2.26763374256031,13.9933333333333,0.04375,3.56863636363636,5.77272727272727,18.8378009986112,110.3,0.212284898448136,NA,NA,NA
34,67.4793756666667,17.2171324563906,3.85333333333333,11.4545454545455,0,0.0115055385,364.377358859651,58.3833333333333,7,11.61414487325,25.6049346350699,0.295,0.370338861252496,9.96583170560272,8.45838284462272,0.01875,3.7545,6.89473684210526,79.3938926553663,504.19,0.13228342099735,NA,NA,NA
35,26.357132,15.1324805052738,4.00666666666667,10.4533333333333,0,0.0110994150142857,245.273101532286,88.75,18,21.3242042325,29.9614824867587,0.506666666666667,0.606366578244035,9.0105608410373,8.16107382550336,0.05625,3.7152380952381,4.04761904761905,55.3310416617167,472.03,0.0609005388043537,NA,NA,NA
36,37.24583,5.38911087672973,3.91,9.96,0,0.0084284057375,293.336716685106,59.5,9,27.7643624125,17.8559395103816,0.343333333333333,0.332774627072088,1.97962633005252,7.03333333333333,0.05625,3.737,8.5,183.957262779956,412.85,0.12961433773068,-0.10901462254208,2585.37666666667,0.439703888888889
37,46.0445553333333,13.6968743119462,4.01,10.797385620915,0,0.0117041751,186.308463504888,78.85,7,22.577058515,25.4813938345469,0.253333333333333,0.214415195880732,1.3091330683692,13.78,0.09375,3.7405,6.25,94.996392515359,695.47,0.114869835499704,0.106950522156478,2742.34666666667,1.1583332
38,31.771425,14.7597322665004,4.08,10.6666666666667,0,0.01251879053,298.068282321224,52.5,9,22.583659945,27.6606848450547,0,0.273638639142547,4.23882941620544,4.76967083946024,0.0375,3.542,5.45,144.082872760836,493.85,0.131950791077289,0.116782054993027,4544.03090909091,0.909181818181818
39,34.5057636666667,6.58320954205493,4.05333333333333,9.79591836734694,0,0.01209672827,287.077996109639,34,7,16.621073828,25.2103413028651,0.346666666666667,0.183985877894359,5.07821016267144,5.27019976827247,0.03125,3.2665,9.6,59.9271535602323,512.94,0.14865088937534,0.177714414966359,2976.19,0.775666333333333
