"id_plot","C.stock","Decomp","Biomass","P.germ","Herbivory","Predation","Bird.smi","frass","Sha.veg","Sha.herb","Sha.cara","Sha.spider","Sha.iso","Sha.dip","Sha.bird","Sha.bat","frag_prox","plot_edge100m","speccomb","total_all_ba","prox.std","edge.std","dens.std"
1,0.0688248563315811,0.422848197693619,0.353816134258872,1.84713497956294,0.783087682522213,-0.913372531079156,0.396546144562889,-0.137610817169126,0.153702675113638,0.773168525564072,-0.831727114817194,1.11048153255586,0.531084981415348,0.186546648853046,0.316750565802857,-0.119956157468633,1.0465,423.873342145351,"qrob.qrub",3.853379373,-1.37001882003604,1.56183377732256,0.602573678470016
2,0.0851951356100535,0.388783404130255,-0.846824437737021,-1.0546665465848,-1.28309040428593,1.48046646521072,0.980249931601311,-1.07927750850964,-0.278276501658885,-0.679369312842678,1.1661539766663,0.5252401755625,-1.84621384768048,-0.0272613772012497,-0.453455461400456,0.0721288227811316,44.572,176.05746857804,"fsyl",2.950956884,-0.105726724275595,-0.00433515315176967,-0.997750293069611
3,-0.176094569216084,-0.199035118401071,0.361626681616042,-0.110539734249644,-1.52138443078772,-1.44533675247691,-0.60802362023572,-1.06446144983858,-0.051729953163337,-1.39572124417218,-1.05531328438446,0.850162828301535,0.0999298200343338,-1.6244642508789,-1.33037529244922,0.680819329488469,44.572,175.2818429134,"fsyl",3.601541453,-0.105726724275595,-0.00923702162432215,0.155973261003381
4,-0.0406005282721676,-0.832764856897004,-0.0451368141747277,-0.582603140417221,-0.897166288268737,0.150555911716344,-0.627681961579279,-0.6490654350602,0.038810034171195,-0.987582202429979,-0.472386500517488,-0.476268835097665,-0.296162290369939,0.826256486927091,-1.55569061278845,1.32746751307686,69.3067,0,"fsyl.qrub",3.552709322,0.612746026204144,-1.11699889537163,0.0693760952930498
5,1.31580199318732,-1.18060783865141,0.19345483489495,-1.36011933881087,-0.471797913824485,0.150555911716344,0.60298460998851,-0.470470839061085,-0.637382539925653,1.31828223194862,-0.763855343506831,-0.326064502664282,-0.211557598225486,1.89263168783977,0.38814112274674,3.23081603998645,69.3067,86.95507699376,"all",3.601266563,0.612746026204144,-0.567452419699075,0.155485780846472
6,0.25151129296653,-0.345721323601341,0.87772979598176,-0.999129675270963,-0.178215920016507,-0.381408309681406,-1.01789877377808,-0.676844330226836,0.464658351751453,-0.642426092173608,0.593573208021977,1.6750029801552,0.792913622821341,-0.218518057924374,-0.382310052183352,-0.702473238212762,82.0347,77.4753568145699,"fsyl.qrub",4.074228625,0.982458259144351,-0.627363203461703,0.994219893386315
7,1.57597521711955,0.388119130906916,-0.632320793153599,1.02796612768391,0.284222802011673,0.94850224381297,-0.28391557968749,-0.518040407799178,-0.203091619661411,1.25653725789514,0.177566702154306,-0.582504593051134,-1.02747846290227,0.0186868461116539,-0.733425455844786,-0.999079711413935,82.0347,28.30481874741,"all",3.252569414,0.982458259144351,-0.938115569349089,-0.462881351128034
8,-1.5120402904414,0.027238824332835,-0.192905817689677,0.278218364947177,-1.13268733513769,-0.647390420380281,-1.24125398122833,-0.880923113721606,-0.418430889430741,-0.820808749978887,-1.00274532624967,1.02319503507758,0.613771034222549,0.0227798466855422,-2.25134358116388,-1.11053528805686,82.0347,154.8739031059,"fsyl.qrub",3.365018796,0.982458259144351,-0.138212945568981,-0.263467613335627
9,-0.0655089944256262,-0.382371700127534,0.0132551817787118,-0.138308169906566,-0.049143528485362,-0.115426198982531,1.03878058361944,-0.756275160442199,-0.567854049856456,0.190216388900484,-0.227794343078192,-0.761500938697222,1.94665054840495,-0.441975576884847,2.28645740278535,-0.0748446021798774,82.0347,0,"fsyl.qrob",3.786757975,0.982458259144351,-1.11699889537163,0.484429658860059
10,0.89875609611261,-0.215891923940585,-0.836728989198399,-1.17962450704092,-1.4692983047764,1.21448435451185,-0.971337741523846,-0.893620649492417,-1.08648241474052,-0.788913319529874,1.06011151597049,0.122677192306703,-0.693727382029494,-0.768050622967722,-1.3085558793286,-1.04752193401891,82.0347,260.3938978,"fsyl",3.29686587,0.982458259144351,0.528661758035619,-0.384327590273067
11,0.420899464547946,-1.30113110405591,-0.781044770843076,1.77771389042065,-0.614330629272752,2.8103770187051,-0.540641832125151,-0.588633720952036,1.52419557613157,-0.0419271875709433,0.134655820934093,0.422650649801966,-3.10699986121416,-2.29296107237559,1.33659150856871,-0.246367029915097,82.0347,0,"all",3.121093762,0.982458259144351,-1.11699889537163,-0.696035599979429
12,2.74201659704282,-1.2868606263611,-0.216773822279707,-1.2212771605263,-0.808192344205233,-1.17935464177803,0.635553035316389,-0.715679811734654,0.730347743231367,-0.819141926424552,-0.441781607994024,0.451293149444304,0.213251062296466,0.0176884631251813,-0.0288246754015281,-1.1994771345247,82.0347,179.227601883,"fsyl.qrub",3.419446889,0.982458259144351,0.0156997389486418,-0.166946767484801
13,-0.696700995868354,-1.65535466221739,-0.204072266208683,0.819702860257042,-0.306203582894348,1.48046646521072,0.391927967387992,-0.705991358737891,-0.200442930589489,2.51087301478047,-0.955820218646029,0.447616832320187,-0.277767838580766,0.837215687317894,0.890189499162774,-1.21975848835322,82.0347,0,"fsyl.qrob",3.357557513,0.982458259144351,-1.11699889537163,-0.276699187447408
14,0.021610712394566,-0.623991534495652,-0.646078465052559,-0.0966555164211912,-1.22449351252319,-0.381408309681406,0,-0.974184768951717,0.465194294166044,-0.654147126603441,-1.25592863822399,-0.0932958535305455,0.45971474307294,1.89486903862905,-1.24395501615065,-0.171966531123966,82.0347,0,"fsyl",3.056553667,0.982458259144351,-1.11699889537163,-0.810488710814907
15,0.58391420837257,-1.26340439323235,1.28319902715305,-0.582603140417221,-0.819846616197389,-0.115426198982531,-1.77079353805929,-0.69393947537179,1.03138194891594,-0.839194415572438,-0.974130360886438,1.02789185399266,-0.104940294928926,1.35424209164344,-0.85119277594516,1.07200657739592,82.0347,0,"fsyl.qrub",4.177159767,0.982458259144351,-1.11699889537163,1.17675432262365
16,-0.201625967272252,-0.472309297320712,2.2658642755816,0.680860681972466,-0.917185369056404,-0.115426198982531,1.13065342319117,-0.614804508193846,0.495881178897242,-1.46297132656708,-0.98885081190988,-0.872336805781823,1.62821785516307,0.0794807017807114,0.864915714838073,-0.0490878863448446,82.0347,0,"qrub",4.159841737,0.982458259144351,-1.11699889537163,1.14604314367292
17,2.30853915532742,0.944027586025255,-0.861842893698235,-0.707561100873344,-0.266870039806436,-1.44533675247691,-0.360906418766562,-0.538224906017144,-0.229827452599562,0.507828995928946,-0.888588326433808,-0.985436411138986,-0.415083540971404,1.04360982755424,0.630911286152019,-1.14825096745038,82.0347,251.175794716407,"fsyl.qrob",2.947501132,0.982458259144351,0.470404365401278,-1.00387860085527
